1 	0.10
2 	0.09
3 	0.09
4 	0.09
5 	0.09
6 	0.09
7 	0.09
8 	0.10
9 	0.09
10 	0.09
11 	0.10
12 	0.10
13 	0.09
14 	0.09
15 	0.09
16 	0.10
17 	0.09
18 	0.09
19 	0.09
20 	0.10
21 	0.10
22 	0.10
23 	0.09
24 	0.09
25 	0.09
26 	0.10
27 	0.09
28 	0.10
29 	0.09
30 	0.09
31 	0.09
32 	0.10
33 	0.09
34 	0.09
35 	0.10
36 	0.09
37 	0.10
38 	0.09
39 	0.09
40 	0.10
41 	0.09
42 	0.09
43 	0.09
44 	0.10
45 	0.09
46 	0.09
47 	0.10
48 	0.09
49 	0.09
50 	0.10
51 	0.09
52 	0.10
53 	0.09
54 	0.10
55 	0.09
56 	0.10
57 	0.09
58 	0.10
59 	0.09
60 	0.09
61 	0.09
62 	0.09
63 	0.09
64 	0.09
65 	0.09
66 	0.09
67 	0.09
68 	0.09
69 	0.09
70 	0.10
71 	0.09
72 	0.10
73 	0.09
74 	0.09
75 	0.09
76 	0.10
77 	0.09
78 	0.09
79 	0.10
80 	0.09
81 	0.10
82 	0.09
83 	0.09
84 	0.09
85 	0.09
86 	0.09
87 	0.09
88 	0.10
89 	0.09
90 	0.09
91 	0.09
92 	0.09
93 	0.09
94 	0.09
95 	0.09
96 	0.10
97 	0.09
98 	0.09
99 	0.09
100 	0.10
101 	0.09
102 	0.09
103 	0.10
104 	0.09
105 	0.10
106 	0.09
107 	0.09
108 	0.10
109 	0.09
110 	0.09
111 	0.09
112 	0.10
113 	0.10
114 	0.09
115 	0.09
116 	0.09
117 	0.09
118 	0.09
119 	0.09
120 	0.10
121 	0.09
122 	0.10
123 	0.10
124 	0.09
125 	0.09
126 	0.09
127 	0.10
128 	0.09
129 	0.09
130 	0.09
131 	0.09
132 	0.10
133 	0.10
134 	0.09
135 	0.09
136 	0.09
137 	0.09
138 	0.10
139 	0.09
140 	0.09
141 	0.09
142 	0.09
143 	0.09
144 	0.10
145 	0.09
146 	0.09
147 	0.09
148 	0.10
149 	0.18
150 	0.09
151 	0.09
152 	0.09
153 	0.10
154 	0.09
155 	0.10
156 	0.09
157 	0.09
158 	0.09
159 	0.10
160 	0.09
161 	0.10
162 	0.09
163 	0.09
164 	0.09
165 	0.09
166 	0.09
167 	0.09
168 	0.10
169 	0.09
170 	0.09
171 	0.09
172 	0.09
173 	0.09
174 	0.10
175 	0.09
176 	0.09
177 	0.09
178 	0.09
179 	0.09
180 	0.09
181 	0.09
182 	0.09
183 	0.10
184 	0.09
185 	0.09
186 	0.09
187 	0.09
188 	0.09
189 	0.09
190 	0.11
191 	0.09
192 	0.09
193 	0.09
194 	0.09
195 	0.09
196 	0.10
197 	0.09
198 	0.09
199 	0.09
200 	0.10
201 	0.09
202 	0.09
203 	0.09
204 	0.09
205 	0.09
206 	0.09
207 	0.09
208 	0.09
209 	0.09
210 	0.09
211 	0.09
212 	0.09
213 	0.09
214 	0.10
215 	0.10
216 	0.09
217 	0.09
218 	0.09
219 	0.10
220 	0.09
221 	0.09
222 	0.09
223 	0.09
224 	0.10
225 	0.09
226 	0.09
227 	0.10
228 	0.09
229 	0.09
230 	0.09
231 	0.09
232 	0.09
233 	0.10
234 	0.09
235 	0.10
236 	0.09
237 	0.09
238 	0.09
239 	0.09
240 	0.09
241 	0.09
242 	0.09
243 	0.10
244 	0.09
245 	0.10
246 	0.09
247 	0.09
248 	0.09
249 	0.10
250 	0.09
251 	0.10
252 	0.09
253 	0.09
254 	0.10
255 	0.09
256 	0.09
257 	0.09
258 	0.09
259 	0.09
260 	0.09
261 	0.09
262 	0.09
263 	0.10
264 	0.09
265 	0.10
266 	0.09
267 	0.09
268 	0.09
269 	0.09
270 	0.09
271 	0.09
272 	0.09
273 	0.09
274 	0.10
275 	0.10
276 	0.09
277 	0.09
278 	0.09
279 	0.10
280 	0.09
281 	0.09
282 	0.09
283 	0.09
284 	0.10
285 	0.10
286 	0.09
287 	0.09
288 	0.09
289 	0.09
290 	0.10
291 	0.09
292 	0.08
293 	0.10
294 	0.09
295 	0.09
296 	0.10
297 	0.09
298 	0.09
299 	0.10
300 	0.09
301 	0.09
302 	0.09
303 	0.09
304 	0.09
305 	0.09
306 	0.10
307 	0.09
308 	0.09
309 	0.09
310 	0.09
311 	0.10
312 	0.09
313 	0.09
314 	0.10
315 	0.09
316 	0.09
317 	0.10
318 	0.09
319 	0.10
320 	0.09
321 	0.09
322 	0.09
323 	0.09
324 	0.09
325 	0.09
326 	0.09
327 	0.10
328 	0.09
329 	0.09
330 	0.09
331 	0.09
332 	0.10
333 	0.09
334 	0.09
335 	0.09
336 	0.09
337 	0.09
338 	0.09
339 	0.10
340 	0.09
341 	0.09
342 	0.09
343 	0.09
344 	0.10
345 	0.09
346 	0.09
347 	0.09
348 	0.09
349 	0.09
350 	0.09
351 	0.10
352 	0.09
353 	0.09
354 	0.09
355 	0.09
356 	0.09
357 	0.09
358 	0.09
359 	0.10
360 	0.09
361 	0.09
362 	0.09
363 	0.10
364 	0.09
365 	0.09
366 	0.09
367 	0.09
368 	0.09
369 	0.09
370 	0.09
371 	0.09
372 	0.09
373 	0.09
374 	0.10
375 	0.09
376 	0.09
377 	0.09
378 	0.09
379 	0.09
380 	0.09
381 	0.09
382 	0.10
383 	0.10
384 	0.09
385 	0.09
386 	0.09
387 	0.10
388 	0.09
389 	0.10
390 	0.09
